comment,sentiment
فقط داری بازاری کار میکنی . هر وقت یادت می افتم نفرینت میکنم . شبی که بابامو برای ویزیت آوردیم پیشت به بابام گفتی دیر اومدی زنده نمیمونی . اخه مرامت کجا بود ؟ همون شب انگیزه و امید رو تو بابام کشتی . خوب به ما میگفتی چرا به بابام گفتی اون شب تا صبح نتونست نفس بکشه . بعد هم که عملش کردی با هزار منت و ادا و اصول تو ای سی یو آمبولی کرد و فوت کرد . ازت متنفرررم,unsatisfied
سلام دندونم رو پیششون پر کردم ولی اصلا راضی نبودم,unsatisfied
بدون پاسخگویی مطلوب,unsatisfied
انتخاب دیگه ای در کرمانشاه جز ایشان نداریم . نوبتدهی بسیار طولانی ولی خودشان بسیار مجرب هستند .,unsatisfied
من 6 سال پیش برای کمرم رفتم پیش دکتر هوشیاری خوب بود نتیجه گرفتم الان دارم برای گردنم میرم کارش مثل 6 سال پیش نیست اخلاقشم خیلی بده از کسی که خوشش بیاد باهاش شوخی میکنه میگه میخنده از کسیم که خوشش نیاد همش مسخره ش میکنه دستیاراشم به جز یه نفرشون خیلی بی حوصله و بداخلاق هستنن ، دو تا سوال زیادی بپرسی حالتو میگیره یا مسخره ت میکنه مثلا یه خانمی بنده خدا شهرستانی بود به خانمه گفت پودر منیزیم بگیر بخور بنده خدا گفت از کجا باید تهیه کنم دکتر با تمسخر گفت از بقالی جلوی کلی آدم مسخره ش میکرد ، کارش مثل اوایل با دلسوزی انجام نمیده سرسری انجام میده,unsatisfied
افتادگی چشم داشت فعلا نتیجه نگرفتیم,unsatisfied
معمولی ه زیاد تعریفی نداره,unsatisfied
دکتر خوبیه ولی کم صحبت میکنه,unsatisfied
ای کاش جناب دکتر اجازه میدادن هر مریض رو به تنهایی ویزیت میکردن نه همزمان دو با 3 بیمار رو .,unsatisfied
راضی نبودم از ایشان,unsatisfied
با نهایت احترام به همه ، از دکتر مازیار کرم نژاد راضی نیستم . . . [ ],unsatisfied
راضی ام . فقط تایم حضور در مطب مهمه و ساعت نوبتی که میگیرین چندان اهمیتی نداره,unsatisfied
شلوغی زیاد و عدم تطابق نوبت دهی و زمان طولانی صف ایستادن,unsatisfied
دکتر خوبیه ولی انقدر مطبش شلوغه که فرصت نمیکنه برای تک تک بیمارا وقت بگذاره,unsatisfied
راضی نبودم,unsatisfied
اقای دکتر من هیچ جوری نمیتونم نوبت بگیرم تلفن مطبتونم جواب نمیدن تو روخدا راهنماییم کنید از سبزوار میخوام بیام,unsatisfied
اصلا دکتر خوبی نیست والا ما یک سرما خوردگی بچه داشت تا سه ماه پیشش می برم خوب نشد تا دکتر عوض کردم خوب شد,unsatisfied
از نظر پاسخدهی تکلیف مشتری روشن نیست . سایت آزمایشگاه در قبض هست اما بالا نمی آید رباط تلگرام جواب نمی دهد . دهها بار تلفن زده_ام هیچکس جوابگو نیست,unsatisfied
نوبت گرفتن خیلی سخته,unsatisfied
دکتر خوبی هستن فقط شماره تلفنشون عوض شده و من نمیتونم نوبت بگیرم,unsatisfied
دکتر خوبیه فقط یکم قیمتش بالاس,unsatisfied
عمل لازیک انجام دادم چشمم اذیت میشه,unsatisfied
اصلا خوب نبود,unsatisfied
از دکتر دوامی راضی نیستم,unsatisfied
برای بارداری نتیجه دیگه ادامه ندادم,unsatisfied
اقای دکتر خیلی کارشون درسته من از ارومیه میام پیششون فقط منشیهاشون اصلا جواب تلفن نمیدن دفعه قبلی هم اومدم گفتن قبل امدن زنگ بزنید الان زنگ میزنیم جواب نمیدن !!!!!!!! چرا,unsatisfied
اصلا وقت نداره برم پیشش فکر یه دکتر دیگه ام,unsatisfied
انتظار 7 ساعته در صف بیماران و بی نظمی و عدم مدیریت در ارایه وقت ویزیت برخورد خوب دکتر و گذاشتن وقت لازم برای هر بیمار,unsatisfied
لکه بینی وکیست دارو نتیحه ای نداشت,unsatisfied
سلام به همگی دوستان عزیز بنده چند وقت پیش یه پیام گذاشتم من رفتم پیش دکتر هر دوره ش چها ماهه من دوره اول خیلی راضی بودم و حدود هشتاد درصد از موهام که ریخته_بود دوباره در اومد اما برای دوره دوم که رفتم پیشش یه سری دارو برام تجویز کرد کرد اما بعد یه ماه از سری دوم که محلول و قرص ها رو مصرف کردم موهام دوباره شروع به ریزش کرد و متاسفانه داره به حالت قبلی بر میگرده و تمام موهام داره میریزه واقعا دیگه به هیچ دکتری امید ندارم همه ش علکیه فقط دارن کاسبی میکنن,unsatisfied
اقای دکتر خسته نباشید . من خیلی دوست داشتم بینی زیبایی داشته_باشم . ولی چیزی که میخواستم نشد .,unsatisfied
دکتر خوبیه ولی صحبت نمیکنه,unsatisfied
از دکتر سخاوت فر اصلا راضی نیستم .,unsatisfied
برای پزشکی مثل شما یک منشی کارازموده لازمه نه مترسکی که جواب تلفن را نمی دهد,unsatisfied
معمولی تشخیصشون درباره کودکان ضعیف و داروهای قوی میدن من واسه نوزاد پیشنهاد نمیکنم,unsatisfied
اشکال بزرگ ایشان و برادرشان ویزیت همزمان چند نفر است که این کار توهین آشکار به حقوق بیماران است . وقتی بیماری دستمزد چند روزش را برای ویزیت می پردازد آیا حق ندارد حداقل 5 دقیقه به تنهایی ویزیت شود ؟؟؟؟ در حالی که طبق دستورالعمل وزارت بهداشت و استانداردهای متوسط جهانی حداقل باید 20 دقیقه هر مریض به تنهایی ویزیت شوند,unsatisfied
باسلام . من یکسال پیش عمل کوچک کردن و لیفت سینه انجام دادم . من باتوجه به جثه کوچک خود سایز ۷۰ تا ۷۵ را مناسب دیدم و موقع عمل توصیه کردم . ایشان به توصیه من عمل نکردند و رضایت من برایشان اهمیتی نداشت . ممنون از سایت محترم پزشک یاب,unsatisfied
آنزیم کبدیم بالا بود داروهاش جواب نداد,unsatisfied
2دفعه آمدم پیش دکتر خوب نشده بیماری ام,unsatisfied
از نظر ظاهری عالی شده اما الان گرفتگی بینی دارم,unsatisfied
یکم اخلاقشون بده,unsatisfied
فقط خیلی عصبی هستند ، با من تند برخورد کرد,unsatisfied
از دکتر بافنده تیز راضی نیستم .,unsatisfied
مشکل خانومم بوده بد نبوده ولی تو یکی از مراجعه ها خیلی تند برخورد کرد با خانومم و من اونجا بودم که به نظر من یه دکتر نباید اینطوری برخورد کنه چون بیمار ازش انتظار همچین برخوردی رو نداره,unsatisfied
ایشان برای قدم هورمون سوماتروپین تجویز کردند که نتیجه ای نگرفتیم,unsatisfied
افت دهان دارم ولی نمیدونم چرا خوب نمشم,unsatisfied
باسلام . . منشی اصلا گوشی تلفن مطب رو جواب نمیدن [ ] . باتشکرعبداله ادهمی,unsatisfied
راضی نبودند,unsatisfied
بدون نظر,unsatisfied
من برا سونو سلامت رفتم خوب بود ولی اخلاقشون خوب نبود,unsatisfied
عالی فقط نوبت دهی بسیار ضعیف,unsatisfied
دکتر خوبیه ولی ای کاش بیشتر با بیماراش صحبت میکرد,unsatisfied
&quot;سلام &quot;هرچه زنگ میزنیم برنمیدارید,unsatisfied
ایشان فردی بسیار خوش برخورد و یکی از بهترین جراحان لاپاروسکوپ در کرج می باشند و از عمل کیسه صفرا که برای ما در بیمارستان قایم کرج انجام دادند کاملا راضی و خشنود هستم و پیشنهاد من برای انجام عمل لاپاروسکوپ ایشان هستند . ولی از پرسنل درمانی بیمارستان قایم کرج در نحوه رسیدگی به بیماران بخش به هیچ وجه رضایت ندارم .,unsatisfied
